City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
127,yar-sale,66.8333,70.8333,265.65,95,100,5.96,RU,1682638872
128,hilo,19.7297,-155.09,303.31,74,75,6.17,US,1682638832
129,husavik,66.0449,-17.3389,271.01,64,72,3.07,IS,1682638873
130,barrow,71.2906,-156.7887,261.16,79,100,8.23,US,1682638874
131,poya,-21.35,165.15,297.72,69,65,4.59,NC,1682638875
132,black river,18.0264,-77.8487,299.5,73,100,3.03,JM,1682638876
133,scalea,39.813,15.7956,287.32,63,93,3.06,IT,1682638876
134,okato,-39.2,173.8833,289.34,53,98,0.7,NZ,1682638877
135,kapaa,22.0752,-159.319,301.14,66,0,6.17,US,1682638878
136,urucara,-2.5364,-57.76,298.12,86,84,0.49,BR,1682638878
137,izumo,35.3667,132.7667,285.12,82,0,1.54,JP,1682638879
138,hua hin,12.5707,99.9588,303.15,95,20,2.06,TH,1682638879
139,zeya,53.75,127.2667,278.44,50,43,2.15,RU,1682638880
140,bima,-8.4667,118.7167,300.17,86,86,0.4,ID,1682638881
141,newport,51.5877,-2.9984,286.21,95,100,2.67,GB,1682638738
142,coquimbo,-29.9533,-71.3436,288.0,82,75,3.09,CL,1682638882
143,hirara,24.8,125.2833,297.3,83,40,5.66,JP,1682638883
144,datong,40.0936,113.2914,284.29,43,31,4.57,CN,1682638884
145,khatanga,71.9667,102.5,267.87,92,98,3.0,RU,1682638884
146,karachi,24.9056,67.0822,298.05,78,20,2.06,PK,1682638885
147,dali,25.7,100.1833,287.58,58,2,1.51,CN,1682638886
148,talbahat,25.05,78.4333,300.14,31,100,3.11,IN,1682638887
149,bambui,-20.0064,-45.9769,292.32,87,25,1.65,BR,1682638887
150,provideniya,64.3833,-173.3,264.21,57,75,9.0,RU,1682638888
151,bambari,5.768,20.6757,296.19,74,84,1.2,CF,1682638889
152,chabahar,25.2919,60.643,299.24,73,88,2.77,IR,1682638890
153,agasegyhaza,46.8403,19.4521,279.18,66,13,0.94,HU,1682638890
154,hue,16.4667,107.6,297.21,94,40,2.06,VN,1682638891
155,verkhnevilyuysk,63.4453,120.3167,273.65,92,81,1.18,RU,1682638892
156,carnarvon,-24.8667,113.6333,293.8,54,83,11.93,AU,1682638893
157,ocampo,21.65,-101.5,298.23,7,78,8.74,MX,1682638894
158,castro,-24.7911,-50.0119,286.7,83,13,1.04,BR,1682638895
159,kon tum,14.35,108.0,297.31,71,17,0.7,VN,1682638895
160,jumla,29.2747,82.1838,278.59,84,22,1.48,NP,1682638896
161,coahuayana,18.7333,-103.6833,300.91,51,13,2.69,MX,1682638897
162,vasterhaninge,59.1167,18.1,275.95,90,40,3.3,SE,1682638898
163,lata,40.1629,-8.3327,289.77,73,95,1.28,PT,1682638898
164,marsh harbour,26.5412,-77.0636,297.89,73,32,4.73,BS,1682638899
165,belmonte,-15.8631,-38.8828,295.78,85,0,1.33,BR,1682638900
166,cape coast,5.1053,-1.2466,296.29,94,100,2.64,GH,1682638900
167,raiganj,25.6167,88.1167,298.9,33,14,1.81,IN,1682638901
168,risch,47.1405,8.441,287.31,75,75,2.06,CH,1682638901
169,dalvik,65.9702,-18.5286,271.11,79,89,1.94,IS,1682638902
170,hambantota,6.1241,81.1185,298.85,87,92,2.4,LK,1682638903
171,abu samrah,35.3029,37.1841,287.1,60,44,0.61,SY,1682638903
172,bathsheba,13.2167,-59.5167,300.49,83,40,4.63,BB,1682638904
173,novoagansk,61.9449,76.6625,275.12,100,100,4.44,RU,1682638904
174,solnechnyy,50.7214,136.6319,274.73,77,97,3.36,RU,1682638905
175,bengkulu,-3.8004,102.2655,297.49,92,94,2.07,ID,1682638906
176,borova,50.1763,30.1043,281.04,88,61,3.51,UA,1682638906
177,souillac,-20.5167,57.5167,296.36,94,40,1.54,MU,1682638907
178,pundaguitan,6.3711,126.1689,301.28,77,94,5.55,PH,1682638907
179,torbay,47.6666,-52.7314,273.64,94,100,7.2,CA,1682638908
180,senneterre,48.3835,-77.2328,277.3,80,96,2.19,CA,1682638640
181,west wendover,40.7391,-114.0733,296.71,14,0,6.17,US,1682638910
182,miandrivazo,-19.5167,45.4667,296.3,70,2,0.87,MG,1682638910
183,wangaratta,-36.3667,146.3333,291.19,74,83,5.5,AU,1682638911
184,paita,-5.0892,-81.1144,299.71,76,38,5.88,PE,1682638911
185,rawson,-43.3002,-65.1023,289.25,45,92,2.79,AR,1682638912
186,rossosh,51.1209,38.5116,284.51,96,100,3.36,RU,1682638913
187,cravo norte,6.3017,-70.2041,302.29,58,67,1.15,CO,1682638913
188,saint george,37.1041,-113.5841,303.12,14,0,4.47,US,1682638914
189,naze,28.3667,129.4833,293.66,73,99,4.28,JP,1682638914
190,xining,36.6167,101.7667,274.73,61,75,1.79,CN,1682638915
191,abbeville,50.1,1.8333,286.2,98,100,5.29,FR,1682638916
192,healdsburg,38.6105,-122.8692,306.99,34,0,4.63,US,1682638805
193,san cristobal,7.7669,-72.225,298.25,95,84,2.2,VE,1682638917
194,puerto escondido,15.85,-97.0667,303.61,66,20,4.12,MX,1682638918
195,mar del plata,-38.0023,-57.5575,289.87,89,0,2.06,AR,1682638919
196,tiksi,71.6872,128.8694,267.62,81,25,0.53,RU,1682638920
197,lorengau,-2.0226,147.2712,301.71,77,85,0.96,PG,1682638921
198,urumqi,43.801,87.6005,288.68,19,0,6.0,CN,1682638921
199,sayyan,15.1718,44.3244,287.65,63,24,1.0,YE,1682638922
200,aktau,43.65,51.2,286.47,64,3,3.47,KZ,1682638803
201,grand gaube,-20.0064,57.6608,297.25,77,84,1.34,MU,1682638923
202,hithadhoo,-0.6,73.0833,301.56,76,100,3.48,MV,1682638924
203,basco,20.4487,121.9702,298.89,85,54,7.32,PH,1682638924
204,nurota,40.5614,65.6886,288.77,29,0,1.04,UZ,1682638925
205,marsabit,2.3284,37.9899,291.0,83,95,6.46,KE,1682638926
206,rapid valley,44.0625,-103.1463,280.41,83,100,15.43,US,1682638926
207,mehamn,71.0357,27.8492,276.12,65,27,1.54,NO,1682638927
208,klaksvik,62.2266,-6.589,274.66,60,100,6.07,FO,1682638928
209,kisangani,0.5167,25.2,295.81,83,46,0.64,CD,1682638928
210,ekhabi,53.5102,142.9671,273.02,92,100,4.95,RU,1682638929
211,boden,65.8252,21.6886,275.15,100,100,0.85,SE,1682638930
212,arman,59.7,150.1667,274.9,76,4,4.24,RU,1682638930
213,udala,43.0778,-2.5125,287.72,87,100,0.71,ES,1682638931
214,uuemoisa,58.9394,23.5894,277.55,78,3,3.34,EE,1682638932
215,faya,18.3851,42.4509,287.21,59,59,0.57,SA,1682638932
216,porto walter,-8.2686,-72.7439,296.45,97,100,0.38,BR,1682638933
217,kyaikkami,16.08,97.5675,300.97,75,3,1.47,MM,1682638934
218,kukmor,56.1855,50.8944,282.27,94,5,2.7,RU,1682638935
219,turkistan,43.0,68.0,290.28,24,0,4.3,KZ,1682638935
220,zyryanovsk,49.7386,84.2719,277.83,83,100,0.88,KZ,1682638936
221,kropotkin,45.4375,40.5756,286.61,91,75,2.88,RU,1682638882
222,merauke,-8.4667,140.3333,301.31,75,100,3.14,ID,1682638938
223,sakakah,29.9697,40.2064,296.91,18,62,3.18,SA,1682638939
224,oriximina,-1.7656,-55.8661,298.33,90,100,1.4,BR,1682638940
225,mercedes,-34.6515,-59.4307,292.61,57,100,2.94,AR,1682638940
226,camargo,27.6667,-105.1667,302.31,7,0,1.86,MX,1682638942
227,ossora,59.2353,163.0719,270.79,79,10,1.23,RU,1682638942
228,saskylakh,71.9167,114.0833,267.17,95,97,2.25,RU,1682638943
229,pogranichnyy,44.4064,131.3769,283.58,81,100,0.39,RU,1682638944
230,madison,34.7334,-86.5667,290.84,93,100,3.13,US,1682638880
231,vestmannaeyjar,63.4427,-20.2734,277.02,68,99,7.4,IS,1682638945
232,sakassou,7.4546,-5.2926,301.06,80,79,2.76,CI,1682638946
233,codrington,-38.2667,141.9667,285.82,74,98,6.3,AU,1682638946
234,sao miguel do guama,-1.6267,-47.4833,296.37,96,100,1.13,BR,1682638947
235,puerto ayora,-0.7393,-90.3518,300.12,89,70,3.58,EC,1682638948
236,borovoy,55.4333,86.0833,280.75,87,0,2.0,RU,1682638948
237,morgan city,29.6994,-91.2068,299.83,77,43,3.29,US,1682638950
238,novaya zaimka,56.4857,66.9241,285.53,62,12,4.48,RU,1682638950
239,sao joao da barra,-21.6403,-41.0511,297.2,97,55,0.98,BR,1682638951
240,monkey bay,-14.0728,34.9201,295.73,77,36,7.03,MW,1682638951
241,kachiry,53.0675,76.1036,287.55,48,96,4.95,KZ,1682638952
242,methoni,36.8197,21.7049,287.71,69,4,1.23,GR,1682638953
243,haines junction,60.7522,-137.5108,279.12,52,100,3.6,CA,1682638953
244,laguna,38.421,-121.4238,306.31,24,0,2.06,US,1682638954
245,hovd,48.0056,91.6419,276.86,41,54,1.02,MN,1682638954
246,encruzilhada do sul,-30.5439,-52.5219,287.57,67,2,0.81,BR,1682638695
247,key largo,25.0865,-80.4473,301.15,74,8,5.77,US,1682638956
248,arica,-18.475,-70.3042,295.9,77,0,2.57,CL,1682638956
249,chalmette,29.9427,-89.9634,302.04,61,0,4.63,US,1682638874
250,vryburg,-26.9566,24.7284,292.07,53,53,3.42,ZA,1682638957
251,dandong,40.1292,124.3947,285.77,35,100,5.66,CN,1682638958
252,deputatskiy,69.3,139.9,269.0,67,34,0.22,RU,1682638959
253,iskateley,67.6803,53.1512,268.53,94,99,3.91,RU,1682638960
254,bonavista,48.6499,-53.1147,273.35,90,65,7.24,CA,1682638960
255,saint anthony,45.0205,-93.218,288.52,71,100,4.63,US,1682638961
256,vila velha,-20.3297,-40.2925,298.12,89,75,3.09,BR,1682638962
257,burnie,-41.0667,145.9167,290.07,93,54,8.07,AU,1682638963
258,kariba,-16.5167,28.8,291.3,64,7,2.0,ZW,1682638745
259,calvinia,-31.4707,19.776,284.44,92,0,1.29,ZA,1682638964
260,havre,49.5833,0.3333,288.37,94,100,5.14,FR,1682638965
261,nyurba,63.2842,118.3319,272.74,97,99,1.6,RU,1682638966
262,belaya gora,68.5333,146.4167,272.01,87,100,0.99,RU,1682638967
263,fairbanks,64.8378,-147.7164,280.34,44,40,3.6,US,1682638967
264,cisterna,-11.9287,-41.8553,296.96,55,47,1.23,BR,1682638968
265,fort-shevchenko,44.5086,50.263,288.26,73,9,5.65,KZ,1682638970
266,luderitz,-26.6481,15.1594,287.36,84,18,6.39,NA,1682638970
267,mareeba,-17.0,145.4333,298.95,68,26,2.46,AU,1682638863
268,sola,-13.8833,167.55,300.33,71,9,0.96,VU,1682638971
269,suzun,53.7841,82.3116,284.87,63,99,4.56,RU,1682638972
270,lianran,24.9227,102.485,289.45,55,0,3.01,CN,1682638973
271,frontera,26.9333,-101.45,303.33,32,0,0.89,MX,1682638973
272,shubarshi,48.5872,57.1869,289.88,63,98,3.65,KZ,1682638974
273,kawalu,-7.3817,108.2082,297.21,91,100,0.67,ID,1682638974
274,saldanha,-33.0117,17.9442,287.18,82,0,1.34,ZA,1682638975
275,kashi,39.4547,75.9797,285.71,54,20,6.0,CN,1682638976
276,oktyabrskiy,54.4815,53.471,285.0,67,6,1.85,RU,1682638976
277,ligayan,4.6533,119.4706,301.84,71,98,1.54,PH,1682638977
278,gubkinskiy,64.434,76.5026,271.27,97,100,8.68,RU,1682638977
279,takapau,-40.0333,176.35,287.44,65,42,2.37,NZ,1682638978
280,ntungamo,-0.8833,29.65,290.35,97,98,1.73,UG,1682638979
281,komsomolskiy,40.4272,71.7189,288.55,44,11,3.09,UZ,1682638979
282,college,64.8569,-147.8028,280.33,45,40,3.6,US,1682638980
283,uromi,6.7,6.3333,294.45,92,100,1.24,NG,1682638981
284,champerico,14.3,-91.9167,305.45,57,23,3.91,GT,1682638981
285,belyy yar,53.6039,91.3903,283.09,71,0,4.0,RU,1682638982
286,garowe,8.4054,48.4845,297.34,74,100,2.79,SO,1682638983
287,san patricio,28.017,-97.5169,300.12,62,39,2.62,US,1682638983
288,alyangula,-13.8483,136.4192,301.42,59,12,4.48,AU,1682638984
289,raudeberg,61.9875,5.1352,274.52,54,9,2.1,NO,1682638986
290,xichang,27.8964,102.2634,289.75,68,11,0.57,CN,1682638986
291,bandarbeyla,9.4942,50.8122,300.95,71,100,4.64,SO,1682638987
292,itarema,-2.9248,-39.9167,296.63,90,100,2.35,BR,1682638988
293,ahipara,-35.1667,173.1667,291.72,73,100,8.43,NZ,1682638988
294,salalah,17.0151,54.0924,302.2,79,40,2.06,OM,1682638989
295,kasane,-17.8167,25.15,291.17,53,7,1.49,BW,1682638990
296,fortuna,40.5982,-124.1573,294.22,69,11,0.89,US,1682638991
297,vodyane,47.4875,34.4924,284.4,88,100,7.69,UA,1682638992
298,meulaboh,4.1363,96.1285,298.13,88,99,1.18,ID,1682638992
299,tocopilla,-22.092,-70.1979,292.59,82,4,5.75,CL,1682638993
300,wagar,16.1525,36.2032,305.43,32,90,1.78,SD,1682638994
301,ibra,22.6906,58.5334,297.09,64,17,0.98,OM,1682638994
302,adrar,20.5022,-10.0711,303.59,10,0,3.24,MR,1682638995
303,kahului,20.8947,-156.47,298.16,86,75,6.17,US,1682638995
304,kalawit,8.0667,122.5167,301.9,76,58,3.23,PH,1682638996
305,hualmay,-11.0964,-77.6139,296.79,80,55,4.2,PE,1682638997
306,marawi,7.9986,124.2928,297.11,81,87,0.96,PH,1682638998
307,okhotsk,59.3833,143.3,274.01,78,87,5.23,RU,1682638998
308,rio gallegos,-51.6226,-69.2181,281.18,66,75,2.57,AR,1682638999
309,los llanos de aridane,28.6585,-17.9182,290.44,72,0,2.06,ES,1682639000
310,dijkot,31.2167,72.9833,297.46,34,100,2.95,PK,1682639001
311,vaitape,-16.5167,-151.75,300.93,76,61,3.5,PF,1682638760
312,bubaque,11.2833,-15.8333,299.2,72,22,9.39,GW,1682639002
313,samarai,-10.6167,150.6667,301.24,81,69,1.0,PG,1682639003
314,pacific grove,36.6177,-121.9166,299.62,75,0,4.47,US,1682638963
315,kerewan,13.4898,-16.0888,298.82,37,5,4.52,GM,1682639004
316,ocos,14.5094,-92.1933,304.25,63,25,3.67,GT,1682639005
317,norman wells,65.282,-126.8329,276.17,48,75,3.09,CA,1682639005
318,ostrovnoy,68.0531,39.5131,271.55,81,50,4.8,RU,1682639006
319,bac lieu,9.285,105.7244,302.49,74,66,6.19,VN,1682639007
320,kyaiklat,16.4333,95.7333,300.61,72,0,2.37,MM,1682639008
321,leningradskiy,69.3833,178.4167,262.9,89,100,7.08,RU,1682639009
322,kirakira,-10.4544,161.9205,302.44,71,10,1.11,SB,1682639010
323,nanortalik,60.1432,-45.2371,273.94,84,47,2.61,GL,1682639011
324,alcacer do sal,38.3733,-8.5144,291.09,59,84,2.3,PT,1682639012
325,kanye,-24.9667,25.3327,293.13,50,76,1.92,BW,1682639012
326,kushima,31.4583,131.2333,292.55,63,98,3.34,JP,1682639013
327,saint-tite,46.7334,-72.5658,285.58,66,76,1.27,CA,1682639014
328,zasechnoye,53.1092,45.0764,284.08,1,97,0.85,RU,1682639015
329,menongue,-14.6585,17.691,287.97,51,30,2.34,AO,1682639015
330,perelyub,51.8667,50.3667,287.73,56,35,2.25,RU,1682639016
331,suluq,31.6682,20.2521,288.45,60,1,4.48,LY,1682639017
332,nacala,-14.5428,40.6728,294.75,86,18,3.25,MZ,1682639017
333,pitimbu,-7.4706,-34.8086,300.48,83,28,2.97,BR,1682639018
334,caravelas,-17.7125,-39.2481,298.31,83,0,3.47,BR,1682639018
335,luganville,-15.5333,167.1667,302.38,62,0,1.34,VU,1682639019
336,peniche,39.3558,-9.3811,291.09,92,96,5.44,PT,1682639020
337,dunedin,-45.8742,170.5036,289.15,63,2,0.46,NZ,1682639020
338,ereymentau,51.6199,73.1033,285.7,49,36,3.94,KZ,1682639021
